ChartDate,ArtistName,Position,LastPosition,PositionChange,WeeksOnChart,DailyMentions,TrackingWeekDailyMentions,DailyMentionsDiff,DailyMentionsMult,AvgFollowers,MaxFollowers,DailyFollowers,TrackingWeekDailyFollowers,DailyFollowersDiff,DailyFollowersMult
2018-11-10T00:00:00.000000000,PRhyme,101,101,0,0,5.590163934426229,1.0,-4.590163934426229,0.17888563049853373,6379.883116883117,6419,0.922077922077922,1.1428571428571428,0.22077922077922074,1.2394366197183098
2018-08-25T00:00:00.000000000,Judas Priest,101,101,0,0,169.0,169.0,0.0,1.0,91697.33333333333,91787,62.666666666666664,62.666666666666664,0.0,1.0
2018-09-01T00:00:00.000000000,Judas Priest,101,101,0,0,197.33333333333334,205.42857142857142,8.095238095238074,1.041023166023166,92028.3,92379,78.0,59.857142857142854,-18.142857142857146,0.7673992673992673
2018-09-08T00:00:00.000000000,Judas Priest,101,101,0,0,305.5,444.57142857142856,139.07142857142856,1.4552256254383913,92387.4705882353,93252,97.23529411764706,115.57142857142857,18.33613445378151,1.1885748854895861
2018-09-15T00:00:00.000000000,Judas Priest,101,101,0,0,414.2608695652174,662.8571428571429,248.5962732919255,1.6000959577785776,92752.375,93966,98.625,92.71428571428571,-5.910714285714292,0.9400688031866739
2018-09-22T00:00:00.000000000,Judas Priest,101,101,0,0,363.53333333333336,196.85714285714286,-166.6761904761905,0.5415105708522177,92940.62962962964,94522,108.25925925925925,50.666666666666664,-57.59259259259259,0.46801231611358196
2018-09-29T00:00:00.000000000,Judas Priest,101,101,0,0,339.3243243243243,235.57142857142858,-103.75289575289574,0.6942367867099051,93320.35294117648,94983,99.52941176470588,56.142857142857146,-43.38655462184874,0.5640830800405269
2018-10-06T00:00:00.000000000,Judas Priest,101,101,0,0,298.8863636363636,85.14285714285714,-213.7435064935065,0.28486698458563714,93644.09756097561,95384,92.3170731707317,47.42857142857143,-44.88850174216027,0.5137573127005096
2018-10-13T00:00:00.000000000,Judas Priest,101,101,0,0,276.1764705882353,133.42857142857142,-142.7478991596639,0.4831279476646888,93931.41666666667,95772,86.9375,47.285714285714285,-39.651785714285715,0.5439046934374037
2018-10-20T00:00:00.000000000,Judas Priest,101,101,0,0,256.2068965517241,110.71428571428571,-145.4926108374384,0.43212843683906943,94200.52727272727,96210,83.83636363636364,47.142857142857146,-36.6935064935065,0.5623199182080119
2018-10-27T00:00:00.000000000,Judas Priest,101,101,0,0,245.984375,147.16666666666666,-98.81770833333334,0.5982764826695463,94452.46774193548,96576,80.2741935483871,36.0,-44.2741935483871,0.4484629294755877
2018-11-03T00:00:00.000000000,Judas Priest,101,101,0,0,240.85915492957747,194.0,-46.85915492957747,0.8054499736857493,94689.91304347826,96997,78.23188405797102,54.57142857142857,-23.660455486542446,0.697559942835971
2018-11-10T00:00:00.000000000,Judas Priest,101,101,0,0,246.67948717948718,305.7142857142857,59.03479853479854,1.239317825773831,94929.88157894737,97488,77.48684210526316,58.142857142857146,-19.34398496240602,0.750357809960459
2018-08-25T00:00:00.000000000,Ben Platt,101,101,0,0,194.0,194.0,0.0,1.0,416637.0,416715,45.666666666666664,45.666666666666664,0.0,1.0
2018-09-01T00:00:00.000000000,Ben Platt,101,101,0,0,117.11111111111111,95.14285714285714,-21.968253968253975,0.8124152886961236,416985.3,417534,95.6,100.42857142857143,4.828571428571436,1.0505080693365214
2018-09-08T00:00:00.000000000,Ben Platt,101,101,0,0,104.28571428571429,81.2,-23.08571428571429,0.7786301369863013,417315.17647058825,418068,87.6470588235294,70.71428571428571,-16.932773109243698,0.8068072866730585
2018-09-15T00:00:00.000000000,Ben Platt,101,101,0,0,101.42857142857143,95.71428571428571,-5.714285714285722,0.9436619718309859,417634.7083333333,418712,88.91666666666667,77.57142857142857,-11.345238095238102,0.8724059445708929
2018-09-22T00:00:00.000000000,Ben Platt,101,101,0,0,104.62962962962963,115.83333333333333,11.203703703703695,1.107079646017699,417853.4285714286,419415,101.32142857142857,123.25,21.92857142857143,1.216425801903419
2018-09-29T00:00:00.000000000,Ben Platt,101,101,0,0,100.47058823529412,84.42857142857143,-16.042016806722685,0.8403312144529943,418259.6,420191,103.22857142857143,84.57142857142857,-18.65714285714286,0.8192637697204539
2018-10-06T00:00:00.000000000,Ben Platt,101,101,0,0,147.17073170731706,374.0,226.82926829268294,2.541266158435532,418707.9761904762,421969,128.35714285714286,243.28571428571428,114.92857142857142,1.8953811908736782
2018-10-13T00:00:00.000000000,Ben Platt,101,101,0,0,154.5,197.42857142857142,42.928571428571416,1.2778548312528895,419271.0612244898,423776,146.89795918367346,249.71428571428572,102.81632653061226,1.6999166435120867
2018-10-20T00:00:00.000000000,Ben Platt,101,101,0,0,177.5090909090909,335.2857142857143,157.77662337662338,1.8888368622057037,419990.48214285716,427162,189.0,419.7142857142857,230.71428571428572,2.2207105064247923
2018-10-27T00:00:00.000000000,Ben Platt,101,101,0,0,174.06666666666666,136.2,-37.866666666666674,0.7824588280352355,420867.5714285714,428365,187.0952380952381,112.71428571428571,-74.3809523809524,0.602443369814202
2018-11-03T00:00:00.000000000,Ben Platt,101,101,0,0,175.6818181818182,191.83333333333334,16.151515151515156,1.0919361793876672,421635.4142857143,428902,176.05714285714285,108.28571428571429,-67.77142857142856,0.6150600454397923
2018-11-10T00:00:00.000000000,Ben Platt,101,101,0,0,210.625,595.0,384.375,2.8249258160237387,422478.1818181818,433555,220.4805194805195,657.1428571428571,436.6623376623376,2.9805030335159333
2018-08-25T00:00:00.000000000,Lin-Manuel Miranda,101,101,0,0,4133.333333333333,4133.333333333333,0.0,1.0,2458295.0,2459346,658.3333333333334,658.3333333333334,0.0,1.0
2018-09-01T00:00:00.000000000,Lin-Manuel Miranda,101,101,0,0,3490.0,3214.285714285714,-275.7142857142858,0.9209987720016373,2461723.0,2466215,884.4,784.5714285714286,-99.82857142857142,0.8871228274213349
2018-09-08T00:00:00.000000000,Lin-Manuel Miranda,101,101,0,0,3364.705882352941,3185.714285714286,-178.9915966386552,0.9468031968031969,2465433.0588235296,2474654,1016.6470588235294,1028.5714285714287,11.924369747899277,1.0117291144890521
2018-09-15T00:00:00.000000000,Lin-Manuel Miranda,101,101,0,0,2821.7391304347825,1283.3333333333333,-1538.4057971014493,0.4548022598870056,2469098.1666666665,2479672,929.2083333333334,523.5714285714286,-405.6369047619048,0.5634596782975779
